hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,global_padj,gene_padj,pval,sim,sem_sim,cilow_global_padj,ciupp_global_padj,cilow_gene_padj,ciupp_gene_padj,cilow_pval,ciupp_pval
HERC2,4868,ubiquitin protein ligase binding,GO:0031625,molecular function,11,2,3.041e-01,5.870e-01,2.446e-01,4.266e-01,3.468e-02,2.359e-01,3.922e-01,4.768e-01,7.227e-01,1.629e-01,3.674e-01
HERC2,4868,cytoplasm,GO:0005737,cellular component,11,20,3.097e-01,5.870e-01,2.568e-01,4.181e-01,2.348e-02,2.578e-01,3.721e-01,4.768e-01,7.227e-01,1.960e-01,3.365e-01
HERC2,4868,cytosol,GO:0005829,cellular component,11,11,3.719e-01,5.870e-01,3.296e-01,3.636e-01,1.621e-02,3.231e-01,4.281e-01,4.768e-01,7.227e-01,2.780e-01,3.909e-01
HERC2,4868,plasma membrane,GO:0005886,cellular component,11,16,4.306e-01,5.870e-01,3.983e-01,3.185e-01,6.868e-03,4.090e-01,4.533e-01,4.768e-01,7.227e-01,3.732e-01,4.252e-01
HERC2,4868,protein binding,GO:0005515,molecular function,11,161,4.341e-01,5.870e-01,3.993e-01,3.169e-01,1.970e-02,3.696e-01,5.100e-01,4.768e-01,7.227e-01,3.320e-01,4.803e-01
HERC2,4868,nucleus,GO:0005634,cellular component,11,26,4.532e-01,5.870e-01,4.143e-01,2.990e-01,5.617e-02,2.929e-01,7.013e-01,4.768e-01,7.227e-01,2.413e-01,7.111e-01
HERC2,4868,membrane,GO:0016020,cellular component,11,33,4.543e-01,5.870e-01,4.237e-01,3.021e-01,1.293e-02,4.089e-01,5.048e-01,4.768e-01,7.227e-01,3.757e-01,4.778e-01
HERC2,4868,ubiquitin protein ligase activity,GO:0061630,molecular function,11,4,4.815e-01,6.306e-01,4.481e-01,2.803e-01,4.821e-02,3.344e-01,6.935e-01,5.195e-01,7.654e-01,2.863e-01,7.014e-01
HERC2,4868,protein ubiquitination,GO:0016567,biological process,11,7,5.150e-01,6.400e-01,4.818e-01,2.541e-01,6.419e-02,3.238e-01,8.193e-01,5.184e-01,7.900e-01,2.713e-01,8.557e-01
HERC2,4868,SUMO binding,GO:0032183,molecular function,11,3,6.742e-01,6.650e-01,6.650e-01,1.578e-01,3.861e-02,5.337e-01,8.516e-01,5.171e-01,8.552e-01,5.171e-01,8.552e-01
HACL1,17856,identical protein binding,GO:0042802,molecular function,14,11,1.588e-01,5.441e-02,1.276e-02,8.888e-01,1.459e-02,1.483e-01,1.701e-01,3.812e-02,7.768e-02,8.416e-03,1.935e-02
HACL1,17856,methyl-branched fatty acid metabolic process,GO:0097089,biological process,14,5,1.588e-01,5.441e-02,1.392e-02,8.712e-01,2.956e-02,1.483e-01,1.701e-01,3.812e-02,7.768e-02,7.049e-03,2.750e-02
HACL1,17856,magnesium ion binding,GO:0000287,molecular function,14,3,1.588e-01,5.441e-02,1.779e-02,8.463e-01,2.939e-02,1.483e-01,1.701e-01,3.812e-02,7.768e-02,9.996e-03,3.168e-02
HACL1,17856,phytanic acid metabolic process,GO:1903512,biological process,14,3,1.588e-01,5.441e-02,2.018e-02,8.357e-01,1.604e-02,1.483e-01,1.701e-01,3.812e-02,7.768e-02,1.561e-02,2.609e-02
HACL1,17856,fatty acid alpha-oxidation,GO:0001561,biological process,14,3,1.588e-01,5.441e-02,2.989e-02,7.765e-01,2.533e-02,1.483e-01,1.701e-01,3.812e-02,7.768e-02,2.004e-02,4.458e-02
HACL1,17856,protein targeting to peroxisome,GO:0006625,biological process,14,6,1.588e-01,5.441e-02,3.103e-02,7.692e-01,5.487e-03,1.483e-01,1.701e-01,3.812e-02,7.768e-02,2.838e-02,3.392e-02
HACL1,17856,fatty acid metabolic process,GO:0006631,biological process,14,15,1.588e-01,5.441e-02,3.235e-02,7.637e-01,1.877e-02,1.483e-01,1.701e-01,3.812e-02,7.768e-02,2.397e-02,4.367e-02
HACL1,17856,intracellular membrane-bounded organelle,GO:0043231,cellular component,14,34,1.602e-01,6.725e-02,4.628e-02,7.109e-01,2.798e-02,1.495e-01,1.716e-01,4.587e-02,9.859e-02,2.924e-02,7.324e-02
HACL1,17856,thiamine pyrophosphate binding,GO:0030976,molecular function,14,7,1.610e-01,6.215e-02,3.673e-02,7.458e-01,5.380e-02,1.463e-01,1.773e-01,3.370e-02,1.146e-01,1.577e-02,8.554e-02
HACL1,17856,nucleoplasm,GO:0005654,cellular component,14,10,1.641e-01,6.225e-02,4.210e-02,7.247e-01,2.139e-02,1.542e-01,1.746e-01,4.256e-02,9.107e-02,2.961e-02,5.986e-02
HACL1,17856,peroxisome,GO:0005777,cellular component,14,11,1.699e-01,8.300e-02,7.162e-02,6.448e-01,2.286e-02,1.554e-01,1.859e-01,5.970e-02,1.154e-01,5.060e-02,1.014e-01
HACL1,17856,ATP binding,GO:0005524,molecular function,14,4,1.711e-01,7.156e-02,5.693e-02,6.785e-01,5.062e-02,1.525e-01,1.919e-01,4.042e-02,1.267e-01,2.570e-02,1.261e-01
HACL1,17856,protein binding,GO:0005515,molecular function,14,161,1.817e-01,9.511e-02,8.562e-02,6.151e-01,3.564e-02,1.556e-01,2.121e-01,6.325e-02,1.430e-01,4.956e-02,1.479e-01
HACL1,17856,carbon-carbon lyase activity,GO:0016830,molecular function,14,17,2.014e-01,1.264e-01,1.166e-01,5.652e-01,2.796e-02,1.656e-01,2.450e-01,9.227e-02,1.731e-01,7.896e-02,1.722e-01
ACBP,2313,blood microparticle,GO:0072562,cellular component,4,4,1.833e-01,1.219e-01,9.390e-02,6.013e-01,2.547e-02,1.588e-01,2.116e-01,7.726e-02,1.924e-01,6.412e-02,1.375e-01
ACBP,2313,extracellular matrix,GO:0031012,cellular component,4,14,1.898e-01,1.324e-01,7.420e-02,6.329e-01,6.534e-02,1.385e-01,2.601e-01,7.616e-02,2.301e-01,2.836e-02,1.941e-01
ACBP,2313,extracellular space,GO:0005615,cellular component,4,21,1.937e-01,1.219e-01,1.074e-01,5.789e-01,2.838e-02,1.638e-01,2.290e-01,7.726e-02,1.924e-01,7.096e-02,1.624e-01
ACBP,2313,extracellular exosome,GO:0070062,cellular component,4,26,1.958e-01,1.219e-01,1.088e-01,5.767e-01,2.770e-02,1.662e-01,2.308e-01,7.726e-02,1.924e-01,7.304e-02,1.622e-01
RND3,671,cytoplasmic vesicle,GO:0031410,cellular component,17,30,1.588e-01,2.229e-01,4.040e-02,7.302e-01,7.240e-03,1.483e-01,1.701e-01,1.569e-01,3.166e-01,3.589e-02,4.547e-02
RND3,671,GTPase activity,GO:0003924,molecular function,17,5,1.690e-01,2.229e-01,6.074e-02,6.694e-01,2.433e-02,1.543e-01,1.850e-01,1.569e-01,3.166e-01,4.107e-02,8.982e-02
RND3,671,protein kinase binding,GO:0019901,molecular function,17,16,1.767e-01,2.229e-01,6.477e-02,6.575e-01,5.243e-02,1.512e-01,2.065e-01,1.569e-01,3.166e-01,2.840e-02,1.477e-01
RND3,671,cortical cytoskeleton organization,GO:0030865,biological process,17,5,1.872e-01,2.229e-01,9.805e-02,5.937e-01,3.374e-02,1.541e-01,2.275e-01,1.569e-01,3.166e-01,5.972e-02,1.610e-01
RND3,671,plasma membrane,GO:0005886,cellular component,17,16,1.904e-01,2.229e-01,1.038e-01,5.839e-01,3.378e-02,1.549e-01,2.340e-01,1.569e-01,3.166e-01,6.322e-02,1.706e-01
RND3,671,cell cortex,GO:0005938,cellular component,17,3,2.029e-01,2.229e-01,1.103e-01,5.718e-01,4.985e-02,1.548e-01,2.659e-01,1.569e-01,3.166e-01,5.288e-02,2.299e-01
RND3,671,GTP binding,GO:0005525,molecular function,17,5,2.036e-01,2.328e-01,1.261e-01,5.529e-01,1.288e-02,1.867e-01,2.221e-01,1.754e-01,3.090e-01,1.051e-01,1.514e-01
RND3,671,intracellular membrane-bounded organelle,GO:0043231,cellular component,17,34,2.222e-01,2.328e-01,1.417e-01,5.302e-01,3.883e-02,1.748e-01,2.823e-01,1.754e-01,3.090e-01,8.251e-02,2.435e-01
RND3,671,establishment or maintenance of cell polarity,GO:0007163,biological process,17,14,2.223e-01,2.328e-01,1.470e-01,5.251e-01,2.852e-02,1.793e-01,2.757e-01,1.754e-01,3.090e-01,1.004e-01,2.151e-01
RND3,671,cytoskeleton,GO:0005856,cellular component,17,11,2.328e-01,2.328e-01,1.629e-01,5.070e-01,2.547e-02,1.898e-01,2.857e-01,1.754e-01,3.090e-01,1.170e-01,2.268e-01
RND3,671,cell projection,GO:0042995,cellular component,17,8,2.372e-01,2.328e-01,1.674e-01,5.009e-01,3.206e-02,1.846e-01,3.049e-01,1.754e-01,3.090e-01,1.107e-01,2.533e-01
RND3,671,actin filament organization,GO:0007015,biological process,17,16,2.406e-01,2.414e-01,1.677e-01,5.005e-01,3.277e-02,1.887e-01,3.068e-01,1.830e-01,3.184e-01,1.091e-01,2.577e-01
RND3,671,protein binding,GO:0005515,molecular function,17,161,2.676e-01,2.430e-01,2.056e-01,4.635e-01,2.217e-02,2.229e-01,3.213e-01,1.841e-01,3.208e-01,1.558e-01,2.714e-01
RND3,671,focal adhesion,GO:0005925,cellular component,17,3,2.750e-01,2.494e-01,2.171e-01,4.537e-01,1.204e-02,2.467e-01,3.065e-01,1.976e-01,3.147e-01,1.878e-01,2.510e-01
RND3,671,regulation of cell shape,GO:0008360,biological process,17,7,2.843e-01,2.900e-01,2.071e-01,4.496e-01,7.500e-02,1.629e-01,4.961e-01,1.598e-01,5.263e-01,8.584e-02,4.996e-01
RND3,671,regulation of actin cytoskeleton organization,GO:0032956,biological process,17,11,3.128e-01,3.081e-01,2.201e-01,4.242e-01,1.050e-01,1.491e-01,6.563e-01,1.446e-01,6.564e-01,6.401e-02,7.569e-01
RND3,671,cell migration,GO:0016477,biological process,17,36,5.600e-01,5.396e-01,5.396e-01,2.304e-01,3.521e-02,4.422e-01,7.094e-01,4.091e-01,7.118e-01,4.091e-01,7.118e-01
APOD,612,cholesterol binding,GO:0015485,molecular function,19,5,2.168e-01,5.461e-01,1.357e-01,5.386e-01,3.476e-02,1.743e-01,2.697e-01,4.265e-01,6.993e-01,8.455e-02,2.176e-01
APOD,612,glucose metabolic process,GO:0006006,biological process,19,8,2.337e-01,5.461e-01,1.515e-01,5.156e-01,5.104e-02,1.638e-01,3.335e-01,4.265e-01,6.993e-01,7.876e-02,2.916e-01
APOD,612,cytoplasm,GO:0005737,cellular component,19,20,2.351e-01,5.461e-01,1.589e-01,5.085e-01,4.317e-02,1.717e-01,3.220e-01,4.265e-01,6.993e-01,9.195e-02,2.747e-01
APOD,612,negative regulation of monocyte chemotactic protein-1 production,GO:0071638,biological process,19,3,2.447e-01,5.461e-01,1.540e-01,5.109e-01,5.974e-02,1.711e-01,3.500e-01,4.265e-01,6.993e-01,6.925e-02,3.424e-01
APOD,612,lipid metabolic process,GO:0006629,biological process,19,18,2.529e-01,5.461e-01,1.873e-01,4.814e-01,2.014e-02,2.167e-01,2.951e-01,4.265e-01,6.993e-01,1.456e-01,2.410e-01
APOD,612,negative regulation of smooth muscle cell proliferation,GO:0048662,biological process,19,4,2.558e-01,5.461e-01,1.934e-01,4.763e-01,1.151e-02,2.323e-01,2.815e-01,4.265e-01,6.993e-01,1.672e-01,2.236e-01
APOD,612,extracellular exosome,GO:0070062,cellular component,19,26,2.982e-01,5.461e-01,2.362e-01,4.333e-01,3.721e-02,2.247e-01,3.956e-01,4.265e-01,6.993e-01,1.523e-01,3.661e-01
APOD,612,negative regulation of protein import into nucleus,GO:0042308,biological process,19,6,3.344e-01,5.656e-01,2.855e-01,3.952e-01,2.426e-02,2.750e-01,4.066e-01,4.473e-01,7.151e-01,2.190e-01,3.723e-01
APOD,612,extracellular space,GO:0005615,cellular component,19,21,3.499e-01,5.461e-01,3.021e-01,3.826e-01,2.547e-02,2.858e-01,4.284e-01,4.265e-01,6.993e-01,2.305e-01,3.961e-01
APOD,612,protein binding,GO:0005515,molecular function,19,161,3.506e-01,5.461e-01,2.920e-01,3.803e-01,6.667e-02,2.098e-01,5.860e-01,4.265e-01,6.993e-01,1.503e-01,5.670e-01
APOD,612,perinuclear region of cytoplasm,GO:0048471,cellular component,19,5,4.430e-01,5.506e-01,4.059e-01,3.048e-01,5.424e-02,2.982e-01,6.581e-01,4.320e-01,7.018e-01,2.537e-01,6.495e-01
APOD,612,response to reactive oxygen species,GO:0000302,biological process,19,11,4.469e-01,5.835e-01,4.103e-01,3.060e-01,4.122e-02,3.275e-01,6.099e-01,4.869e-01,6.993e-01,2.751e-01,6.120e-01
APOD,612,extracellular region,GO:0005576,cellular component,19,11,4.727e-01,5.740e-01,4.412e-01,2.859e-01,4.433e-02,3.424e-01,6.525e-01,4.537e-01,7.262e-01,3.028e-01,6.427e-01
APOD,612,negative regulation of focal adhesion assembly,GO:0051895,biological process,19,5,4.865e-01,5.973e-01,4.548e-01,2.746e-01,5.317e-02,3.241e-01,7.302e-01,4.635e-01,7.697e-01,2.792e-01,7.411e-01
APOD,612,negative regulation of cytokine production involved in inflammatory response,GO:1900016,biological process,19,3,4.978e-01,5.865e-01,4.693e-01,2.688e-01,4.460e-02,3.555e-01,6.969e-01,4.604e-01,7.472e-01,3.154e-01,6.982e-01
APOD,612,negative regulation of T cell migration,GO:2000405,biological process,19,5,5.140e-01,5.801e-01,4.897e-01,2.580e-01,4.017e-02,3.860e-01,6.845e-01,4.574e-01,7.358e-01,3.527e-01,6.799e-01
APOD,612,negative regulation of smooth muscle cell-matrix adhesion,GO:2000098,biological process,19,3,5.449e-01,5.973e-01,5.243e-01,2.391e-01,3.513e-02,4.198e-01,7.073e-01,4.635e-01,7.697e-01,3.908e-01,7.034e-01
APOD,612,negative regulation of platelet-derived growth factor receptor signaling pathway,GO:0010642,biological process,19,6,6.085e-01,6.372e-01,5.952e-01,1.986e-01,3.551e-02,4.765e-01,7.771e-01,5.150e-01,7.883e-01,4.572e-01,7.749e-01
APOD,612,negative regulation of lipoprotein lipid oxidation,GO:0060588,biological process,19,4,7.187e-01,7.760e-01,7.059e-01,1.141e-01,7.086e-02,4.820e-01,1.072e+00,6.037e-01,9.975e-01,4.571e-01,1.090e+00
FMO5,3773,drug metabolic process,GO:0017144,biological process,8,5,1.588e-01,7.736e-02,2.133e-02,8.256e-01,4.420e-02,1.483e-01,1.701e-01,5.677e-02,1.054e-01,1.045e-02,4.351e-02
FMO5,3773,endoplasmic reticulum,GO:0005783,cellular component,8,11,1.588e-01,7.929e-02,3.148e-02,7.673e-01,6.306e-03,1.483e-01,1.701e-01,5.545e-02,1.134e-01,2.851e-02,3.477e-02
FMO5,3773,NADPH oxidation,GO:0070995,biological process,8,2,1.614e-01,7.990e-02,3.592e-02,7.478e-01,2.021e-02,1.524e-01,1.709e-01,5.505e-02,1.160e-01,2.585e-02,4.991e-02
FMO5,3773,aldehyde oxidase activity,GO:0004031,molecular function,8,3,1.802e-01,1.072e-01,5.362e-02,6.887e-01,6.332e-02,1.704e-01,1.905e-01,6.514e-02,1.766e-01,1.995e-02,1.441e-01
FMO5,3773,cytosol,GO:0005829,cellular component,8,11,1.917e-01,1.200e-01,9.097e-02,6.046e-01,4.319e-02,1.522e-01,2.414e-01,6.314e-02,2.280e-01,4.863e-02,1.702e-01
FMO5,3773,"N,N-dimethylaniline monooxygenase activity",GO:0004499,molecular function,8,2,1.966e-01,1.212e-01,1.012e-01,5.880e-01,3.832e-02,1.686e-01,2.292e-01,6.482e-02,2.265e-01,5.784e-02,1.771e-01
FMO5,3773,monooxygenase activity,GO:0004497,molecular function,8,62,2.232e-01,1.337e-01,1.337e-01,5.388e-01,5.034e-02,1.718e-01,2.900e-01,6.522e-02,2.739e-01,6.522e-02,2.739e-01
NLGN2,14290,neuron cell-cell adhesion,GO:0007158,biological process,13,2,1.758e-01,4.065e-01,7.463e-02,6.385e-01,1.595e-02,1.710e-01,1.807e-01,3.823e-01,4.323e-01,5.855e-02,9.512e-02
NLGN2,14290,synaptic vesicle endocytosis,GO:0048488,biological process,13,4,2.039e-01,4.065e-01,1.264e-01,5.526e-01,8.886e-03,1.906e-01,2.182e-01,3.823e-01,4.323e-01,1.116e-01,1.432e-01
NLGN2,14290,integral component of plasma membrane,GO:0005887,cellular component,13,11,2.051e-01,4.065e-01,1.098e-01,5.708e-01,5.715e-02,1.517e-01,2.773e-01,3.823e-01,4.323e-01,4.820e-02,2.501e-01
NLGN2,14290,synapse,GO:0045202,cellular component,13,18,2.820e-01,4.087e-01,2.246e-01,4.468e-01,1.362e-02,2.549e-01,3.120e-01,3.841e-01,4.348e-01,1.906e-01,2.647e-01
NLGN2,14290,presynaptic membrane assembly,GO:0097105,biological process,13,3,2.898e-01,4.065e-01,2.335e-01,4.390e-01,1.412e-02,2.577e-01,3.259e-01,3.823e-01,4.323e-01,1.985e-01,2.747e-01
NLGN2,14290,postsynaptic membrane assembly,GO:0097104,biological process,13,3,2.966e-01,4.065e-01,2.428e-01,4.309e-01,1.334e-02,2.656e-01,3.311e-01,3.823e-01,4.323e-01,2.086e-01,2.827e-01
NLGN2,14290,neurexin family protein binding,GO:0042043,molecular function,13,2,3.099e-01,4.336e-01,2.495e-01,4.215e-01,3.982e-02,2.255e-01,4.258e-01,3.772e-01,4.983e-01,1.593e-01,3.909e-01
NLGN2,14290,modulation of chemical synaptic transmission,GO:0050804,biological process,13,24,3.101e-01,4.374e-01,2.519e-01,4.186e-01,4.537e-02,2.198e-01,4.375e-01,3.972e-01,4.818e-01,1.535e-01,4.134e-01
NLGN2,14290,positive regulation of insulin secretion,GO:0032024,biological process,13,5,3.468e-01,4.310e-01,3.028e-01,3.835e-01,6.256e-03,3.272e-01,3.675e-01,4.047e-01,4.590e-01,2.830e-01,3.239e-01
NLGN2,14290,cell surface,GO:0009986,cellular component,13,6,3.493e-01,4.456e-01,2.921e-01,3.833e-01,5.608e-02,2.239e-01,5.449e-01,3.689e-01,5.382e-01,1.574e-01,5.421e-01
NLGN2,14290,chemical synaptic transmission,GO:0007268,biological process,13,15,4.073e-01,4.758e-01,3.624e-01,3.294e-01,6.589e-02,2.425e-01,6.841e-01,4.070e-01,5.563e-01,1.819e-01,7.221e-01
NLGN2,14290,signaling receptor activity,GO:0038023,molecular function,13,27,4.705e-01,4.838e-01,4.428e-01,2.905e-01,1.376e-02,4.225e-01,5.239e-01,4.338e-01,5.395e-01,3.915e-01,5.009e-01
NLGN2,14290,positive regulation of protein localization to synapse,GO:1902474,biological process,13,5,5.023e-01,5.069e-01,4.772e-01,2.676e-01,3.065e-02,4.009e-01,6.292e-01,4.169e-01,6.164e-01,3.711e-01,6.136e-01
CSPG2,2464,collagen-containing extracellular matrix,GO:0062023,cellular component,9,16,1.860e-01,4.181e-01,6.850e-02,6.458e-01,6.716e-02,1.389e-01,2.489e-01,2.828e-01,6.179e-01,2.510e-02,1.869e-01
CSPG2,2464,extracellular matrix,GO:0031012,cellular component,9,14,2.138e-01,4.426e-01,1.151e-01,5.601e-01,6.747e-02,1.377e-01,3.318e-01,3.283e-01,5.969e-01,4.678e-02,2.830e-01
CSPG2,2464,extracellular space,GO:0005615,cellular component,9,21,2.712e-01,4.459e-01,2.090e-01,4.586e-01,3.316e-02,2.091e-01,3.518e-01,3.343e-01,5.948e-01,1.410e-01,3.097e-01
CSPG2,2464,extracellular region,GO:0005576,cellular component,9,11,3.152e-01,4.459e-01,2.627e-01,4.107e-01,3.891e-02,2.295e-01,4.329e-01,3.343e-01,5.948e-01,1.666e-01,4.142e-01
CSPG2,2464,protein binding,GO:0005515,molecular function,9,161,3.398e-01,4.459e-01,2.922e-01,3.908e-01,1.874e-02,2.938e-01,3.931e-01,3.343e-01,5.948e-01,2.396e-01,3.562e-01
CSPG2,2464,membrane,GO:0016020,cellular component,9,33,3.408e-01,4.459e-01,2.916e-01,3.878e-01,4.102e-02,2.483e-01,4.678e-01,3.343e-01,5.948e-01,1.905e-01,4.464e-01
CSPG2,2464,osteoblast differentiation,GO:0001649,biological process,9,2,3.740e-01,4.459e-01,3.304e-01,3.607e-01,3.404e-02,2.904e-01,4.817e-01,3.343e-01,5.948e-01,2.348e-01,4.649e-01
CSPG2,2464,skeletal system development,GO:0001501,biological process,9,3,4.563e-01,4.585e-01,4.261e-01,2.979e-01,3.291e-02,3.596e-01,5.791e-01,3.322e-01,6.328e-01,3.167e-01,5.733e-01
CSPG2,2464,central nervous system development,GO:0007417,biological process,9,3,4.881e-01,4.595e-01,4.595e-01,2.762e-01,3.887e-02,3.731e-01,6.385e-01,3.315e-01,6.369e-01,3.315e-01,6.369e-01
VMO1,30387,extracellular exosome,GO:0070062,cellular component,2,26,2.399e-01,2.012e-01,1.720e-01,4.976e-01,1.797e-02,2.084e-01,2.761e-01,1.469e-01,2.757e-01,1.365e-01,2.169e-01
VMO1,30387,extracellular space,GO:0005615,cellular component,2,21,2.635e-01,2.012e-01,2.012e-01,4.670e-01,2.620e-02,2.136e-01,3.249e-01,1.469e-01,2.757e-01,1.469e-01,2.757e-01
RAB32,9772,mitochondrial outer membrane,GO:0005741,cellular component,25,3,1.588e-01,1.272e-01,2.241e-02,8.180e-01,2.658e-02,1.483e-01,1.701e-01,1.076e-01,1.503e-01,1.456e-02,3.449e-02
RAB32,9772,GTP-dependent protein binding,GO:0030742,molecular function,25,2,1.588e-01,1.272e-01,2.585e-02,7.989e-01,1.814e-02,1.483e-01,1.701e-01,1.076e-01,1.503e-01,1.972e-02,3.387e-02
RAB32,9772,melanosome assembly,GO:1903232,biological process,25,3,1.588e-01,1.272e-01,2.973e-02,7.763e-01,1.512e-02,1.483e-01,1.701e-01,1.076e-01,1.503e-01,2.346e-02,3.766e-02
RAB32,9772,melanosome organization,GO:0032438,biological process,25,3,1.588e-01,1.272e-01,3.472e-02,7.530e-01,1.724e-02,1.483e-01,1.701e-01,1.076e-01,1.503e-01,2.644e-02,4.560e-02
RAB32,9772,endoplasmic reticulum,GO:0005783,cellular component,25,11,1.588e-01,1.272e-01,3.776e-02,7.407e-01,2.349e-02,1.483e-01,1.701e-01,1.076e-01,1.503e-01,2.593e-02,5.500e-02
RAB32,9772,protein localization to membrane,GO:0072657,biological process,25,23,1.588e-01,1.272e-01,4.127e-02,7.269e-01,4.470e-03,1.483e-01,1.701e-01,1.076e-01,1.503e-01,3.831e-02,4.446e-02
RAB32,9772,mitochondrion,GO:0005739,cellular component,25,7,1.614e-01,1.272e-01,4.851e-02,7.035e-01,6.080e-03,1.528e-01,1.705e-01,1.076e-01,1.503e-01,4.380e-02,5.372e-02
RAB32,9772,melanosome membrane,GO:0033162,cellular component,25,3,1.617e-01,1.283e-01,4.200e-02,7.255e-01,3.558e-02,1.521e-01,1.720e-01,1.076e-01,1.530e-01,2.369e-02,7.444e-02
RAB32,9772,early endosome,GO:0005769,cellular component,25,4,1.622e-01,1.297e-01,5.060e-02,6.971e-01,1.409e-02,1.547e-01,1.702e-01,1.142e-01,1.474e-01,4.017e-02,6.374e-02
RAB32,9772,intracellular protein transport,GO:0006886,biological process,25,20,1.654e-01,1.293e-01,5.705e-02,6.807e-01,3.550e-03,1.571e-01,1.742e-01,1.073e-01,1.559e-01,5.385e-02,6.044e-02
RAB32,9772,phagocytic vesicle,GO:0045335,cellular component,25,6,1.687e-01,1.293e-01,5.137e-02,6.942e-01,2.488e-02,1.543e-01,1.845e-01,1.073e-01,1.559e-01,3.440e-02,7.671e-02
RAB32,9772,endomembrane system,GO:0012505,cellular component,25,2,1.731e-01,1.384e-01,6.827e-02,6.507e-01,3.504e-02,1.536e-01,1.950e-01,1.063e-01,1.801e-01,3.908e-02,1.193e-01
RAB32,9772,melanosome,GO:0042470,cellular component,25,2,1.770e-01,1.455e-01,8.046e-02,6.269e-01,5.618e-03,1.664e-01,1.884e-01,1.359e-01,1.557e-01,7.378e-02,8.774e-02
RAB32,9772,endosome to melanosome transport,GO:0035646,biological process,25,2,1.798e-01,1.467e-01,8.549e-02,6.165e-01,2.764e-02,1.571e-01,2.059e-01,1.052e-01,2.044e-01,5.621e-02,1.300e-01
RAB32,9772,AP-1 adaptor complex binding,GO:0035650,molecular function,25,2,2.084e-01,1.738e-01,1.204e-01,5.594e-01,3.119e-02,1.762e-01,2.463e-01,1.260e-01,2.397e-01,7.766e-02,1.866e-01
RAB32,9772,membrane,GO:0016020,cellular component,25,33,2.096e-01,1.738e-01,1.159e-01,5.627e-01,5.307e-02,1.572e-01,2.793e-01,1.072e-01,2.818e-01,5.307e-02,2.531e-01
RAB32,9772,BLOC-2 complex binding,GO:0036461,molecular function,25,2,2.133e-01,1.738e-01,1.277e-01,5.492e-01,3.246e-02,1.777e-01,2.561e-01,1.260e-01,2.397e-01,8.134e-02,2.006e-01
RAB32,9772,GTPase activity,GO:0003924,molecular function,25,5,2.142e-01,1.921e-01,1.356e-01,5.400e-01,2.081e-02,1.837e-01,2.497e-01,1.476e-01,2.500e-01,1.015e-01,1.811e-01
RAB32,9772,AP-3 adaptor complex binding,GO:0035651,molecular function,25,2,2.152e-01,1.738e-01,1.324e-01,5.429e-01,3.268e-02,1.766e-01,2.623e-01,1.260e-01,2.397e-01,8.470e-02,2.071e-01
RAB32,9772,trans-Golgi network,GO:0005802,cellular component,25,3,2.211e-01,1.804e-01,1.413e-01,5.311e-01,3.476e-02,1.742e-01,2.807e-01,1.274e-01,2.555e-01,8.906e-02,2.242e-01
RAB32,9772,antigen processing and presentation,GO:0019882,biological process,25,16,2.267e-01,1.930e-01,1.536e-01,5.187e-01,1.154e-02,2.090e-01,2.458e-01,1.527e-01,2.439e-01,1.316e-01,1.792e-01
RAB32,9772,phagosome maturation,GO:0090382,biological process,25,3,2.359e-01,1.939e-01,1.646e-01,5.054e-01,2.234e-02,2.002e-01,2.779e-01,1.470e-01,2.557e-01,1.219e-01,2.224e-01
RAB32,9772,mitochondrion organization,GO:0007005,biological process,25,13,2.658e-01,2.122e-01,2.034e-01,4.655e-01,2.305e-02,2.229e-01,3.169e-01,1.559e-01,2.888e-01,1.524e-01,2.716e-01
RAB32,9772,protein binding,GO:0005515,molecular function,25,161,2.737e-01,2.198e-01,2.110e-01,4.570e-01,3.219e-02,2.137e-01,3.505e-01,1.520e-01,3.180e-01,1.425e-01,3.124e-01
RAB32,9772,mitochondria-associated endoplasmic reticulum membrane,GO:0044233,cellular component,25,2,3.072e-01,2.563e-01,2.493e-01,4.196e-01,4.992e-02,2.079e-01,4.538e-01,1.533e-01,4.286e-01,1.452e-01,4.280e-01
LDAH,26145,lipid storage,GO:0019915,biological process,2,4,2.012e-01,1.056e-01,8.819e-02,6.056e-01,6.547e-02,1.516e-01,2.670e-01,3.121e-02,3.574e-01,3.341e-02,2.328e-01
LDAH,26145,lipid droplet,GO:0005811,cellular component,2,4,2.253e-01,1.056e-01,1.048e-01,5.703e-01,8.849e-02,1.421e-01,3.571e-01,3.121e-02,3.574e-01,3.061e-02,3.591e-01
GATA4,4173,DNA-binding transcription activator activity,GO:0001216,molecular function,27,3,1.588e-01,6.894e-02,1.101e-02,9.056e-01,2.438e-03,1.483e-01,1.701e-01,5.975e-02,7.955e-02,1.006e-02,1.205e-02
GATA4,4173,atrial septum secundum morphogenesis,GO:0003290,biological process,27,2,1.588e-01,6.894e-02,1.455e-02,8.817e-01,2.380e-03,1.483e-01,1.701e-01,5.975e-02,7.955e-02,1.379e-02,1.536e-02
GATA4,4173,RNA polymerase II transcription regulatory region sequence-specific DNA binding,GO:0000977,molecular function,27,5,1.588e-01,6.894e-02,1.470e-02,8.801e-01,6.352e-03,1.483e-01,1.701e-01,5.975e-02,7.955e-02,1.270e-02,1.703e-02
